"Kod";"Nazwa";"wielorodzinne;2020;[ha]";"wielorodzinne;2021;[ha]";"wielorodzinne;2022;[ha]";"wielorodzinne - uzbrojone;2020;[ha]";"wielorodzinne - uzbrojone;2021;[ha]";"wielorodzinne - uzbrojone;2022;[ha]";
2014011;"Zambrów (1)";0,0;0,0;1,8;0,0;0,0;1,8;
2061000;"Powiat m. Białystok";15,0;14,8;12,4;15,0;14,8;12,4;
2061011;"Białystok (1)";15,0;14,8;12,4;15,0;14,8;12,4;
2062000;"Powiat m. Łomża";1,3;0,7;0,7;1,3;0,7;0,7;
2062011;"Łomża (1)";1,3;0,7;0,7;1,3;0,7;0,7;
2063000;"Powiat m. Suwałki";0,8;0,8;0,4;0,8;0,8;0,4;
2063011;"Suwałki (1)";0,8;0,8;0,4;0,8;0,8;0,4;
2200000;"POMORSKIE";937,7;931,4;933,5;817,0;811,4;809,0;
2201000;"Powiat bytowski";3,9;3,9;3,9;3,4;3,4;3,4;
2201042;"Kołczygłowy (2)";0,5;0,5;0,5;0,0;0,0;0,0;
2201063;"Miastko (3)";2,9;2,9;2,9;2,9;2,9;2,9;
2201064;"Miastko - miasto (4)";2,9;2,9;2,9;2,9;2,9;2,9;
2201102;"Tuchomie (2)";0,5;0,5;0,5;0,5;0,5;0,5;
2202000;"Powiat chojnicki";11,5;11,5;11,9;1,7;1,7;1,1;
2202011;"Chojnice (1)";9,8;9,8;10,8;0,0;0,0;0,0;
2202043;"Czersk (3)";1,7;1,7;1,1;1,7;1,7;1,1;
2202044;"Czersk - miasto (4)";1,7;1,7;1,1;1,7;1,7;1,1;
2203000;"Powiat człuchowski";8,0;8,0;7,5;3,2;3,2;3,2;
2203011;"Człuchów (1)";2,2;2,2;1,7;0,0;0,0;0,0;
2203023;"Czarne (3)";1,4;1,4;1,4;1,4;1,4;1,4;
2203024;"Czarne - miasto (4)";1,4;1,4;1,4;1,4;1,4;1,4;
2203043;"Debrzno (3)";3,8;3,8;3,8;1,2;1,2;1,2;
2203044;"Debrzno - miasto (4)";3,8;3,8;3,8;1,2;1,2;1,2;
2203052;"Koczała (2)";0,6;0,6;0,6;0,6;0,6;0,6;
2204000;"Powiat gdański";3,3;2,6;2,6;2,3;2,0;2,0;
2204011;"Pruszcz Gdański (1)";2,2;1,8;1,8;1,2;1,2;1,2;
2204022;"Cedry Wielkie (2)";1,1;0,8;0,8;1,1;0,8;0,8;
2205000;"Powiat kartuski";1,0;1,0;1,0;1,0;1,0;1,0;
2205023;"Kartuzy (3)";1,0;1,0;1,0;1,0;1,0;1,0;
2205024;"Kartuzy - miasto (4)";1,0;1,0;1,0;1,0;1,0;1,0;
2206000;"Powiat kościerski";1,2;0,0;1,0;0,0;0,0;1,0;
2206011;"Kościerzyna (1)";1,2;0,0;0,0;0,0;0,0;0,0;
2206042;"Kościerzyna (2)";0,0;0,0;1,0;0,0;0,0;1,0;
2207000;"Powiat kwidzyński";52,2;52,0;52,0;19,1;18,9;18,9;
2207011;"Kwidzyn (1)";48,1;47,9;47,9;15,0;14,8;14,8;
2207032;"Kwidzyn (2)";0,4;0,4;0,4;0,4;0,4;0,4;
2207043;"Prabuty (3)";3,7;3,7;3,7;3,7;3,7;3,7;
2207044;"Prabuty - miasto (4)";3,7;3,7;3,7;3,7;3,7;3,7;
2208000;"Powiat lęborski";10,7;9,8;18,6;8,4;7,5;8,3;
2208011;"Lębork (1)";10,7;9,8;17,8;8,4;7,5;7,5;
2208042;"Nowa Wieś Lęborska (2)";0,0;0,0;0,8;0,0;0,0;0,8;
2209000;"Powiat malborski";47,5;45,1;43,9;44,0;42,0;41,7;
2209011;"Malbork (1)";44,4;42,0;41,7;44,0;42,0;41,7;
2209073;"Nowy Staw (3)";3,1;3,1;2,2;0,0;0,0;0,0;
2209074;"Nowy Staw - miasto (4)";3,1;3,1;2,2;0,0;0,0;0,0;
2210000;"Powiat nowodworski";1,7;1,9;1,9;1,7;1,7;1,9;
2210011;"Krynica Morska (1)";0,0;0,2;0,2;0,0;0,0;0,2;
2210052;"Sztutowo (2)";1,7;1,7;1,7;1,7;1,7;1,7;
2211000;"Powiat pucki";38,9;37,0;37,0;18,9;18,3;18,3;
2211023;"Jastarnia (3)";31,9;31,8;31,8;16,0;15,9;15,9;
2211024;"Jastarnia - miasto (4)";21,6;21,6;21,6;13,3;13,3;13,3;
2211025;"Jastarnia - obszar wiejski (5)";10,3;10,2;10,2;2,7;2,6;2,6;
2211031;"Puck (1)";6,2;4,9;4,9;2,4;2,4;2,4;
2211043;"Władysławowo (3)";0,3;0,3;0,3;0,0;0,0;0,0;
2211044;"Władysławowo - miasto (4)";0,3;0,3;0,3;0,0;0,0;0,0;
2211062;"Krokowa (2)";0,5;0,0;0,0;0,5;0,0;0,0;
2212000;"Powiat słupski";7,4;7,4;7,1;6,8;6,8;6,5;
2212011;"Ustka (1)";6,8;6,8;6,5;6,8;6,8;6,5;
2212053;"Kępice (3)";0,6;0,6;0,6;0,0;0,0;0,0;
2212055;"Kępice - obszar wiejski (5)";0,6;0,6;0,6;0,0;0,0;0,0;
2213000;"Powiat starogardzki";4,8;7,6;6,0;1,4;2,3;2,3;
2213021;"Skórcz (1)";0,3;0,0;1,4;0,3;0,0;0,0;
2213031;"Starogard Gdański (1)";3,9;6,8;4,5;1,0;2,3;2,3;
2213062;"Lubichowo (2)";0,1;0,0;0,0;0,1;0,0;0,0;
2213093;"Skarszewy (3)";0,5;0,8;0,1;0,0;0,0;0,0;
2213095;"Skarszewy - obszar wiejski (5)";0,5;0,8;0,1;0,0;0,0;0,0;
2214000;"Powiat tczewski";8,2;8,0;6,7;0,1;0,1;0,1;
2214011;"Tczew (1)";3,4;3,2;1,9;0,0;0,0;0,0;
2214023;"Gniew (3)";2,2;2,2;2,2;0,1;0,1;0,1;
2214024;"Gniew - miasto (4)";0,4;0,4;0,4;0,0;0,0;0,0;
2214025;"Gniew - obszar wiejski (5)";1,8;1,8;1,8;0,1;0,1;0,1;
2214043;"Pelplin (3)";2,6;2,6;2,6;0,0;0,0;0,0;
2214044;"Pelplin - miasto (4)";2,6;2,6;2,6;0,0;0,0;0,0;
2215000;"Powiat wejherowski";20,2;20,7;20,7;0,1;0,1;0,1;
2215011;"Reda (1)";0,1;0,1;0,3;0,1;0,1;0,1;
2215031;"Wejherowo (1)";9,9;9,9;9,7;0,0;0,0;0,0;
2215042;"Choczewo (2)";0,0;0,5;0,5;0,0;0,0;0,0;
2215052;"Gniewino (2)";1,4;1,4;1,4;0,0;0,0;0,0;
2215102;"Wejherowo (2)";8,8;8,8;8,8;0,0;0,0;0,0;
2216000;"Powiat sztumski";7,4;7,4;7,4;7,4;7,4;7,4;
2216013;"Dzierzgoń (3)";1,8;1,8;1,8;1,8;1,8;1,8;
2216014;"Dzierzgoń - miasto (4)";1,8;1,8;1,8;1,8;1,8;1,8;
2216053;"Sztum (3)";5,6;5,6;5,6;5,6;5,6;5,6;
2216054;"Sztum - miasto (4)";5,6;5,6;5,6;5,6;5,6;5,6;
2261000;"Powiat m. Gdańsk";643,3;641,9;640,4;643,3;641,9;640,4;
2261011;"Gdańsk (1)";643,3;641,9;640,4;643,3;641,9;640,4;
2262000;"Powiat m. Gdynia";2,3;1,7;0,3;2,3;1,7;0,3;
2262011;"Gdynia (1)";2,3;1,7;0,3;2,3;1,7;0,3;
2263000;"Powiat m. Słupsk";16,7;16,4;16,1;4,4;3,9;3,6;
2263011;"Słupsk (1)";16,7;16,4;16,1;4,4;3,9;3,6;
2264000;"Powiat m. Sopot";47,5;47,5;47,5;47,5;47,5;47,5;
2264011;"Sopot (1)";47,5;47,5;47,5;47,5;47,5;47,5;
2400000;"ŚLĄSKIE";1083,2;1050,2;1097,9;674,7;669,5;699,1;
2401000;"Powiat będziński";4,8;4,0;34,4;0,2;0,2;32,5;
2401011;"Będzin (1)";4,8;4,0;2,1;0,2;0,2;0,2;
2401021;"Czeladź (1)";0,0;0,0;32,3;0,0;0,0;32,3;
2402000;"Powiat bielski";3,2;3,3;3,3;1,8;1,9;1,9;
2402043;"Czechowice-Dziedzice (3)";3,1;3,1;3,1;1,7;1,7;1,7;
2402044;"Czechowice-Dziedzice - miasto (4)";3,1;3,1;3,1;1,7;1,7;1,7;
2402052;"Jasienica (2)";0,0;0,1;0,1;0,0;0,1;0,1;
2402062;"Jaworze (2)";0,1;0,1;0,1;0,1;0,1;0,1;
2403000;"Powiat cieszyński";38,8;40,9;40,6;25,5;26,4;26,1;
2403011;"Cieszyn (1)";20,5;20,4;20,1;18,0;17,9;17,6;
2403021;"Ustroń (1)";12,4;12,4;12,4;1,6;1,6;1,6;
2403031;"Wisła (1)";0,0;1,0;1,0;0,0;1,0;1,0;
2403042;"Brenna (2)";0,7;0,7;0,7;0,7;0,7;0,7;
2403052;"Chybie (2)";0,0;1,2;1,2;0,0;0,0;0,0;
2403103;"Skoczów (3)";0,8;0,8;0,8;0,8;0,8;0,8;
2403104;"Skoczów - miasto (4)";0,8;0,8;0,8;0,8;0,8;0,8;
2403113;"Strumień (3)";4,4;4,4;4,4;4,4;4,4;4,4;
2403114;"Strumień - miasto (4)";4,4;4,4;4,4;4,4;4,4;4,4;
2404000;"Powiat częstochowski";2,4;2,4;0,8;0,4;0,4;0,8;
2404013;"Blachownia (3)";0,0;0,0;0,2;0,0;0,0;0,2;
2404014;"Blachownia - miasto (4)";0,0;0,0;0,2;0,0;0,0;0,2;
2404032;"Janów (2)";0,4;0,4;0,4;0,4;0,4;0,4;
2404063;"Koniecpol (3)";2,0;2,0;0,2;0,0;0,0;0,2;
2404064;"Koniecpol - miasto (4)";2,0;2,0;0,2;0,0;0,0;0,2;
2405000;"Powiat gliwicki";25,8;25,8;24,1;2,0;2,0;1,4;
2405011;"Knurów (1)";2,5;2,5;1,9;2,0;2,0;1,4;
2405032;"Gierałtowice (2)";23,3;23,3;22,2;0,0;0,0;0,0;
2406000;"Powiat kłobucki";1,0;0,2;0,2;0,2;0,2;0,2;
2406013;"Kłobuck (3)";1,0;0,2;0,2;0,2;0,2;0,2;
2406014;"Kłobuck - miasto (4)";0,2;0,2;0,2;0,2;0,2;0,2;
2406015;"Kłobuck - obszar wiejski (5)";0,8;0,0;0,0;0,0;0,0;0,0;
2407000;"Powiat lubliniecki";5,3;5,2;4,3;1,8;1,8;1,8;
2407011;"Lubliniec (1)";3,5;3,4;2,5;0,0;0,0;0,0;
2407022;"Boronów (2)";0,2;0,2;0,2;0,2;0,2;0,2;
2407032;"Ciasna (2)";0,3;0,3;0,3;0,3;0,3;0,3;
2407072;"Pawonków (2)";1,3;1,3;1,3;1,3;1,3;1,3;
2408000;"Powiat mikołowski";4,2;4,2;4,2;4,2;4,2;4,2;
2408011;"Łaziska Górne (1)";4,0;4,0;4,0;4,0;4,0;4,0;
2408042;"Ornontowice (2)";0,2;0,2;0,2;0,2;0,2;0,2;
2409000;"Powiat myszkowski";0,1;0,1;0,1;0,1;0,1;0,1;
2409011;"Myszków (1)";0,1;0,1;0,1;0,1;0,1;0,1;
2410000;"Powiat pszczyński";10,3;10,3;9,8;4,0;4,0;3,5;
2410042;"Pawłowice (2)";1,0;1,0;1,0;1,0;1,0;1,0;
2410053;"Pszczyna (3)";3,0;3,0;2,5;3,0;3,0;2,5;
2410054;"Pszczyna - miasto (4)";3,0;3,0;2,5;3,0;3,0;2,5;
2410062;"Suszec (2)";6,3;6,3;6,3;0,0;0,0;0,0;
2411000;"Powiat raciborski";4,7;4,9;4,2;3,1;3,3;2,7;
2411011;"Racibórz (1)";2,7;1,7;1,9;2,7;1,7;1,7;
2411053;"Kuźnia Raciborska (3)";0,7;0,9;0,0;0,4;0,6;0,0;
2411054;"Kuźnia Raciborska - miasto (4)";0,7;0,9;0,0;0,4;0,6;0,0;
2411072;"Pietrowice Wielkie (2)";1,3;1,3;1,3;0,0;0,0;0,0;
2411082;"Rudnik (2)";0,0;1,0;1,0;0,0;1,0;1,0;
2412000;"Powiat rybnicki";23,9;23,9;23,9;0,0;0,0;0,0;
2412013;"Czerwionka-Leszczyny (3)";23,9;23,9;23,9;0,0;0,0;0,0;
2412014;"Czerwionka-Leszczyny - miasto (4)";23,9;23,9;23,9;0,0;0,0;0,0;
2413000;"Powiat tarnogórski";4,7;2,6;2,6;4,7;2,6;2,6;
2413011;"Kalety (1)";0,0;0,3;0,3;0,0;0,3;0,3;
2413031;"Radzionków (1)";0,6;0,6;0,6;0,6;0,6;0,6;
2413041;"Tarnowskie Góry (1)";4,1;1,7;1,7;4,1;1,7;1,7;
2414000;"Powiat bieruńsko-lędziński";5,2;5,2;5,2;2,8;2,8;2,8;
2414011;"Bieruń (1)";2,6;2,6;2,6;2,6;2,6;2,6;
2414031;"Lędziny (1)";2,4;2,4;2,4;0,0;0,0;0,0;
2414052;"Chełm Śląski (2)";0,2;0,2;0,2;0,2;0,2;0,2;
2415000;"Powiat wodzisławski";0,9;1,9;5,9;0,9;1,9;5,9;
2415031;"Rydułtowy (1)";0,9;0,9;4,9;0,9;0,9;4,9;
2415041;"Wodzisław Śląski (1)";0,0;1,0;1,0;0,0;1,0;1,0;
2416000;"Powiat zawierciański";3,1;3,1;0,0;3,1;3,1;0,0;
2416063;"Ogrodzieniec (3)";3,0;3,0;0,0;3,0;3,0;0,0;
2416064;"Ogrodzieniec - miasto (4)";3,0;3,0;0,0;3,0;3,0;0,0;
2416073;"Pilica (3)";0,1;0,1;0,0;0,1;0,1;0,0;
2416075;"Pilica - obszar wiejski (5)";0,1;0,1;0,0;0,1;0,1;0,0;
2417000;"Powiat żywiecki";0,9;0,9;0,9;0,9;0,9;0,9;
2417011;"Żywiec (1)";0,4;0,4;0,4;0,4;0,4;0,4;
2417152;"Węgierska Górka (2)";0,5;0,5;0,5;0,5;0,5;0,5;
2461000;"Powiat m. Bielsko-Biała";11,5;12,2;12,2;8,2;9,8;9,8;
2461011;"Bielsko-Biała (1)";11,5;12,2;12,2;8,2;9,8;9,8;
2462000;"Powiat m. Bytom";6,3;6,0;5,4;6,3;6,0;5,4;
2462011;"Bytom (1)";6,3;6,0;5,4;6,3;6,0;5,4;
2463000;"Powiat m. Chorzów";50,0;49,6;48,7;47,4;47,0;46,2;
2463011;"Chorzów (1)";50,0;49,6;48,7;47,4;47,0;46,2;
2464000;"Powiat m. Częstochowa";23,1;22,3;22,2;7,6;6,8;6,8;
2464011;"Częstochowa (1)";23,1;22,3;22,2;7,6;6,8;6,8;
2465000;"Powiat m. Dąbrowa Górnicza";47,1;47,3;48,1;16,4;16,6;17,3;
2465011;"Dąbrowa Górnicza (1)";47,1;47,3;48,1;16,4;16,6;17,3;
2466000;"Powiat m. Gliwice";92,2;92,9;95,6;70,3;71,2;73,9;
2466011;"Gliwice (1)";92,2;92,9;95,6;70,3;71,2;73,9;
2467000;"Powiat m. Jastrzębie-Zdrój";0,7;0,7;0,7;0,7;0,7;0,7;
2467011;"Jastrzębie-Zdrój (1)";0,7;0,7;0,7;0,7;0,7;0,7;
2468000;"Powiat m. Jaworzno";30,0;28,9;57,8;0,0;0,0;0,0;
2468011;"Jaworzno (1)";30,0;28,9;57,8;0,0;0,0;0,0;
2469000;"Powiat m. Katowice";101,3;99,8;99,8;60,3;58,8;58,8;
2469011;"Katowice (1)";101,3;99,8;99,8;60,3;58,8;58,8;
2470000;"Powiat m. Mysłowice";17,7;17,1;16,0;11,7;11,1;10,0;
2470011;"Mysłowice (1)";17,7;17,1;16,0;11,7;11,1;10,0;
2471000;"Powiat m. Piekary Śląskie";1,1;1,7;2,3;1,1;1,7;2,3;
2471011;"Piekary Śląskie (1)";1,1;1,7;2,3;1,1;1,7;2,3;
2472000;"Powiat m. Ruda Śląska";158,1;155,6;155,0;33,6;31,1;31,1;
2472011;"Ruda Śląska (1)";158,1;155,6;155,0;33,6;31,1;31,1;
2473000;"Powiat m. Rybnik";94,2;92,6;92,6;89,8;87,7;88,2;
2473011;"Rybnik (1)";94,2;92,6;92,6;89,8;87,7;88,2;
2474000;"Powiat m. Siemianowice Śląskie";0,4;0,1;0,2;0,0;0,0;0,0;
2474011;"Siemianowice Śląskie (1)";0,4;0,1;0,2;0,0;0,0;0,0;
2475000;"Powiat m. Sosnowiec";38,3;14,1;13,4;3,6;3,5;3,5;
2475011;"Sosnowiec (1)";38,3;14,1;13,4;3,6;3,5;3,5;
2476000;"Powiat m. Świętochłowice";5,9;4,7;2,8;0,0;0,0;0,0;
2476011;"Świętochłowice (1)";5,9;4,7;2,8;0,0;0,0;0,0;
2477000;"Powiat m. Tychy";0,0;0,9;0,0;0,0;0,9;0,0;
2477011;"Tychy (1)";0,0;0,9;0,0;0,0;0,9;0,0;
2478000;"Powiat m. Zabrze";259,0;259,0;256,3;259,0;259,0;256,3;
2478011;"Zabrze (1)";259,0;259,0;256,3;259,0;259,0;256,3;
2479000;"Powiat m. Żory";7,0;5,8;4,3;3,0;1,8;1,4;
2479011;"Żory (1)";7,0;5,8;4,3;3,0;1,8;1,4;
2600000;"ŚWIĘTOKRZYSKIE";67,1;66,1;56,9;48,9;48,2;40,0;
2601000;"Powiat buski";1,3;1,3;0,2;1,3;1,3;0,2;
2601052;"Solec-Zdrój (2)";1,3;1,3;0,2;1,3;1,3;0,2;
2602000;"Powiat jędrzejowski";1,8;1,8;1,8;0,8;0,8;0,8;
2602023;"Jędrzejów (3)";1,2;1,2;1,2;0,2;0,2;0,2;
2602024;"Jędrzejów - miasto (4)";1,0;1,0;1,0;0,0;0,0;0,0;
2602025;"Jędrzejów - obszar wiejski (5)";0,2;0,2;0,2;0,2;0,2;0,2;
2602033;"Małogoszcz (3)";0,6;0,6;0,6;0,6;0,6;0,6;
2602035;"Małogoszcz - obszar wiejski (5)";0,6;0,6;0,6;0,6;0,6;0,6;
2604000;"Powiat kielecki";0,8;0,8;0,8;0,8;0,8;0,8;
2604162;"Raków (2)";0,8;0,8;0,8;0,8;0,8;0,8;
2605000;"Powiat konecki";7,3;6,9;1,7;6,7;6,3;1,1;
2605012;"Fałków (2)";5,6;5,2;0,0;5,6;5,2;0,0;
2605083;"Stąporków (3)";1,7;1,7;1,7;1,1;1,1;1,1;
2605084;"Stąporków - miasto (4)";1,1;1,1;1,1;1,1;1,1;1,1;
2605085;"Stąporków - obszar wiejski (5)";0,6;0,6;0,6;0,0;0,0;0,0;
2606000;"Powiat opatowski";1,6;1,6;1,6;1,6;1,6;1,6;
2606032;"Lipnik (2)";0,6;0,6;0,6;0,6;0,6;0,6;
2606043;"Opatów (3)";1,0;1,0;1,0;1,0;1,0;1,0;
2606044;"Opatów - miasto (4)";1,0;1,0;1,0;1,0;1,0;1,0;
2607000;"Powiat ostrowiecki";4,8;4,9;4,9;3,6;3,7;3,7;
2607011;"Ostrowiec Świętokrzyski (1)";4,3;4,4;4,4;3,1;3,2;3,2;
2607043;"Ćmielów (3)";0,5;0,5;0,5;0,5;0,5;0,5;
2607044;"Ćmielów - miasto (4)";0,5;0,5;0,5;0,5;0,5;0,5;
2608000;"Powiat pińczowski";1,1;1,1;0,9;0,0;0,0;0,0;
2608043;"Pińczów (3)";1,1;1,1;0,9;0,0;0,0;0,0;
2608044;"Pińczów - miasto (4)";1,1;1,1;0,9;0,0;0,0;0,0;
2609000;"Powiat sandomierski";4,1;4,1;2,9;1,7;1,7;1,0;
2609011;"Sandomierz (1)";3,2;3,2;2,2;0,9;0,9;0,4;
2609072;"Samborzec (2)";0,1;0,1;0,1;0,0;0,0;0,0;
2609093;"Zawichost (3)";0,8;0,8;0,6;0,8;0,8;0,6;
2609094;"Zawichost - miasto (4)";0,8;0,8;0,6;0,8;0,8;0,6;
2610000;"Powiat skarżyski";2,7;2,7;2,5;2,5;2,5;2,5;
2610011;"Skarżysko-Kamienna (1)";2,6;2,6;2,4;2,4;2,4;2,4;
2610022;"Bliżyn (2)";0,1;0,1;0,1;0,1;0,1;0,1;
2612000;"Powiat staszowski";7,0;6,7;6,1;2,3;2,3;1,8;
2612053;"Połaniec (3)";1,0;0,9;0,8;0,0;0,0;0,0;
2612054;"Połaniec - miasto (4)";1,0;0,9;0,8;0,0;0,0;0,0;
2612073;"Staszów (3)";6,0;5,8;5,3;2,3;2,3;1,8;
2612074;"Staszów - miasto (4)";6,0;5,8;5,3;2,3;2,3;1,8;
2661000;"Powiat m. Kielce";34,6;34,2;33,5;27,6;27,2;26,5;
2661011;"Kielce (1)";34,6;34,2;33,5;27,6;27,2;26,5;
2800000;"WARMIŃSKO-MAZURSKIE";386,2;383,3;380,1;114,2;114,1;114,2;
2801000;"Powiat bartoszycki";42,0;42,0;42,0;7,1;6,9;6,9;
2801011;"Bartoszyce (1)";6,5;6,5;6,5;0,8;0,8;0,8;
2801021;"Górowo Iławeckie (1)";7,8;7,8;7,8;3,0;2,8;2,8;
2801043;"Bisztynek (3)";3,0;3,0;3,0;0,0;0,0;0,0;
2801044;"Bisztynek - miasto (4)";3,0;3,0;3,0;0,0;0,0;0,0;
2801052;"Górowo Iławeckie (2)";15,0;15,0;15,0;3,0;3,0;3,0;
2801063;"Sępopol (3)";9,7;9,7;9,7;0,3;0,3;0,3;
2801064;"Sępopol - miasto (4)";9,4;9,4;9,4;0,0;0,0;0,0;
2801065;"Sępopol - obszar wiejski (5)";0,3;0,3;0,3;0,3;0,3;0,3;
2802000;"Powiat braniewski";21,2;19,9;19,9;13,1;12,5;12,5;
2802011;"Braniewo (1)";19,6;19,6;19,6;12,2;12,2;12,2;
2802033;"Frombork (3)";0,8;0,1;0,1;0,1;0,1;0,1;
2802034;"Frombork - miasto (4)";0,8;0,1;0,1;0,1;0,1;0,1;
2802053;"Pieniężno (3)";0,8;0,2;0,2;0,8;0,2;0,2;
2802054;"Pieniężno - miasto (4)";0,8;0,2;0,2;0,8;0,2;0,2;
2803000;"Powiat działdowski";0,9;0,9;0,9;0,9;0,9;0,9;
2803011;"Działdowo (1)";0,7;0,7;0,7;0,7;0,7;0,7;
2803032;"Iłowo-Osada (2)";0,2;0,2;0,2;0,2;0,2;0,2;
2804000;"Powiat elbląski";11,1;10,7;10,7;9,2;8,8;8,8;
2804052;"Milejewo (2)";1,7;1,7;1,7;0,0;0,0;0,0;
2804063;"Młynary (3)";0,5;0,5;0,5;0,5;0,5;0,5;
2804064;"Młynary - miasto (4)";0,5;0,5;0,5;0,5;0,5;0,5;
2804073;"Pasłęk (3)";8,5;8,5;8,5;8,3;8,3;8,3;
2804074;"Pasłęk - miasto (4)";8,5;8,5;8,5;8,3;8,3;8,3;
2804093;"Tolkmicko (3)";0,4;0,0;0,0;0,4;0,0;0,0;
2804094;"Tolkmicko - miasto (4)";0,4;0,0;0,0;0,4;0,0;0,0;
2805000;"Powiat ełcki";46,3;46,0;46,0;15,5;15,2;15,2;
2805011;"Ełk (1)";40,5;40,2;40,2;13,3;13,0;13,0;
2805022;"Ełk (2)";5,7;5,7;5,7;2,2;2,2;2,2;
2805052;"Stare Juchy (2)";0,1;0,1;0,1;0,0;0,0;0,0;
2806000;"Powiat giżycki";7,0;6,0;5,9;3,7;4,6;4,6;
2806011;"Giżycko (1)";4,0;3,8;3,7;2,9;2,8;2,8;
2806052;"Kruklanki (2)";1,8;1,8;1,8;0,0;1,8;1,8;
2806083;"Ryn (3)";0,4;0,4;0,4;0,0;0,0;0,0;
2806084;"Ryn - miasto (4)";0,4;0,4;0,4;0,0;0,0;0,0;
2806102;"Wydminy (2)";0,8;0,0;0,0;0,8;0,0;0,0;
2807000;"Powiat iławski";1,1;1,4;1,4;1,1;1,1;1,1;
2807011;"Iława (1)";0,0;0,3;0,3;0,0;0,0;0,0;
2807032;"Iława (2)";1,0;1,0;1,0;1,0;1,0;1,0;
2807043;"Kisielice (3)";0,1;0,1;0,1;0,1;0,1;0,1;
2807044;"Kisielice - miasto (4)";0,1;0,1;0,1;0,1;0,1;0,1;
2808000;"Powiat kętrzyński";9,6;9,3;9,3;2,9;2,5;2,5;
2808011;"Kętrzyn (1)";2,2;1,9;1,9;0,8;0,4;0,4;
2808022;"Barciany (2)";1,0;1,0;1,0;0,0;0,0;0,0;
2808043;"Korsze (3)";6,4;6,4;6,4;2,1;2,1;2,1;
2808044;"Korsze - miasto (4)";6,4;6,4;6,4;2,1;2,1;2,1;
2809000;"Powiat lidzbarski";9,9;9,9;3,8;1,0;1,0;1,0;
2809011;"Lidzbark Warmiński (1)";9,9;9,9;3,8;1,0;1,0;1,0;
2810000;"Powiat mrągowski";6,0;5,5;5,5;3,2;2,7;2,7;
2810011;"Mrągowo (1)";6,0;5,5;5,5;3,2;2,7;2,7;
